pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
The game initialized properly.
b1
b11
--- <engine.gameLevel.GameLevel object at 0x7f804d2fff60>
- 566.4455926263428 572.0 628.0 598.5809087753296
- 664.8205471038818 665.0 777.0 602.3022174835205
- 566.4455926263428 572.0 628.0 602.3022174835205
- 664.8205471038818 665.0 777.0 606.0531139373779
- 566.4455926263428 572.0 628.0 606.0531139373779
- 664.8205471038818 665.0 777.0 609.6765995025635
- 566.4455926263428 572.0 628.0 609.6765995025635
- 664.8205471038818 665.0 777.0 614.1018152236938
- 566.4455926263428 572.0 628.0 614.1018152236938
- 664.8205471038818 665.0 777.0 617.7304983139038
- 566.4455926263428 572.0 628.0 617.7304983139038
- 664.8205471038818 665.0 777.0 621.3380098342896
- 664.8205471038818 665.0 777.0 624.9768972396851
- 664.8205471038818 665.0 777.0 628.546404838562
- 664.8205471038818 665.0 777.0 632.0233106613159
- 664.8205471038818 665.0 777.0 635.5218172073364
- 664.8205471038818 665.0 777.0 635.5218172073364
- 664.8205471038818 665.0 777.0 639.0092134475708
- 664.8205471038818 665.0 777.0 642.56911277771
- 664.8205471038818 665.0 777.0 646.0721969604492
- 664.8205471038818 665.0 777.0 649.5527982711792
- 664.8205471038818 665.0 777.0 653.0231952667236
- 664.8205471038818 665.0 777.0 656.4983129501343
- 664.8205471038818 665.0 777.0 659.9514007568359
- 664.8205471038818 665.0 777.0 663.5533094406128
- 664.8205471038818 665.0 777.0 667.1004056930542
- 666.2576293945312 665.0 777.0 670.6454038619995
- 666.9704675674438 665.0 777.0 670.6454038619995
- 668.396143913269 665.0 777.0 674.238109588623
- 669.8759508132935 665.0 777.0 677.802300453186
- 671.3100290298462 665.0 777.0 681.5018177032471
- 672.7425909042358 665.0 777.0 685.0870132446289
- 674.165825843811 665.0 777.0 688.668417930603
- 675.5399084091187 665.0 777.0 692.226505279541
- 676.8885087966919 665.0 777.0 695.6617116928101
- 678.187108039856 665.0 777.0 699.0332126617432
- 679.5239496231079 665.0 777.0 702.2797107696533
- 680.8781099319458 665.0 777.0 705.6218147277832
- 682.2170686721802 665.0 777.0 709.0072154998779
- 683.5119867324829 665.0 777.0 712.3546123504639
- 684.8359441757202 665.0 777.0 715.5919075012207
- 686.152548789978 665.0 777.0 718.901801109314
- 687.4346303939819 665.0 777.0 722.1933126449585
- 688.7113046646118 665.0 777.0 725.3985166549683
- 689.986424446106 665.0 777.0 728.590202331543
- 691.2692308425903 665.0 777.0 731.7780017852783
- 692.5512647628784 665.0 777.0 734.9850177764893
- 693.8354635238647 665.0 777.0 738.1901025772095
- 695.0827074050903 665.0 777.0 741.4005994796753
- 696.3704252243042 665.0 777.0 744.5187091827393
- 697.6399087905884 665.0 777.0 747.7380037307739
- 870.7513999938965 814.0 902.0 747.7380037307739
- 698.9393472671509 665.0 777.0 750.9117126464844
- 869.451961517334 814.0 902.0 750.9117126464844
- 700.2146291732788 665.0 777.0 754.1603088378906
- 868.176679611206 814.0 902.0 754.1603088378906
- 866.9060802459717 814.0 902.0 757.3485136032104
- 865.6412029266357 814.0 902.0 760.5250120162964
- 864.4290828704834 814.0 902.0 763.6872053146362
- 863.228006362915 814.0 902.0 766.7175054550171
- 862.0248031616211 814.0 902.0 769.720196723938
- 860.7817268371582 814.0 902.0 772.7282047271729
- 859.5834445953369 814.0 902.0 775.8358955383301
- 858.3697605133057 814.0 902.0 778.8316011428833
- 857.1814441680908 814.0 902.0 781.8658113479614
- 855.996561050415 814.0 902.0 784.8366022109985
- 854.8161220550537 814.0 902.0 787.798810005188
- 853.5859203338623 814.0 902.0 790.7499074935913
- 852.3638439178467 814.0 902.0 793.8254117965698
- 851.1090850830078 814.0 902.0 796.92401
- 849.8820400238037 814.0 902.0 797.0609900000001
- 848.6601638793945 814.0 902.0 797.0609900000001
- 847.4527645111084 814.0 902.0 797.0609900000001
- 846.2362003326416 814.0 902.0 797.0609900000001
- 845.0716018676758 814.0 902.0 797.0609900000001
- 843.8847255706787 814.0 902.0 797.0609900000001
- 842.6962471008301 814.0 902.0 797.0609900000001
- 841.5352439880371 814.0 902.0 797.0609900000001
- 840.3588390350342 814.0 902.0 797.0609900000001
- 839.184160232544 814.0 902.0 797.0609900000001
- 837.9944801330566 814.0 902.0 797.0609900000001
- 836.8249988555908 814.0 902.0 797.0609900000001
- 835.6694793701172 814.0 902.0 797.0609900000001
- 834.5327186584473 814.0 902.0 797.0609900000001
- 833.3837604522705 814.0 902.0 797.0609900000001
- 832.2604846954346 814.0 902.0 797.0609900000001
- 831.0975646972656 814.0 902.0 797.0609900000001
- 829.9278450012207 814.0 902.0 797.0609900000001
- 828.7559604644775 814.0 902.0 797.0609900000001
- 827.6057624816895 814.0 902.0 797.0609900000001
- 826.4583587646484 814.0 902.0 797.0609900000001
- 825.3165626525879 814.0 902.0 797.0609900000001
- 824.2276859283447 814.0 902.0 797.0609900000001
- 823.1893634796143 814.0 902.0 797.0609900000001
- 822.2112846374512 814.0 902.0 797.0609900000001
- 821.2345600128174 814.0 902.0 797.0609900000001
- 820.248966217041 814.0 902.0 797.0609900000001
- 819.2538452148438 814.0 902.0 797.0609900000001
- 818.2662010192871 814.0 902.0 797.0609900000001
- 817.2846794128418 814.0 902.0 797.0609900000001
- 816.3093662261963 814.0 902.0 797.0609900000001
- 815.3285598754883 814.0 902.0 797.0609900000001
- 814.3455982208252 814.0 902.0 797.0609900000001
- 813.3430862426758 814.0 902.0 797.0609900000001
- 813.3430862426758 814.0 902.0 797.0609900000001
- 813.3430862426758 814.0 902.0 797.0609900000001
- 813.3430862426758 814.0 902.0 797.0609900000001
[['key_0', 1], ['key_A', 1], ['key_B', 1], ['key', 0], ['elvish_poem', 1], ['Apple', 4]]
         9626494 function calls (9550999 primitive calls) in 17.471 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:318(__exit__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:403(cached)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:576(module_from_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:663(_load_unlocked)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:792(find_spec)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:855(__enter__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:882(_find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:978(_find_and_load)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:722(exec_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:74(_path_stat)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:793(get_code)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:914(get_data)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
        1    0.000    0.000   17.471   17.471 <string>:1(<module>)
        2    0.000    0.000    0.000    0.000 <string>:1(__new__)
     1114    0.002    0.000    0.087    0.000 __init__.py:1132(resource_exists)
     1114    0.001    0.000    0.071    0.000 __init__.py:1148(resource_stream)
     2228    0.004    0.000    0.015    0.000 __init__.py:1390(__init__)
     1114    0.001    0.000    0.030    0.000 __init__.py:1403(has_resource)
     2228    0.005    0.000    0.031    0.000 __init__.py:1486(_fn)
     2228    0.004    0.000    0.019    0.000 __init__.py:1492(_validate_resource_path)
     2228    0.002    0.000    0.080    0.000 __init__.py:1581(__init__)
     2228    0.012    0.000    0.063    0.000 __init__.py:1585(_setup_prefix)
     1114    0.001    0.000    0.011    0.000 __init__.py:1603(_has)
     1114    0.001    0.000    0.029    0.000 __init__.py:1612(get_resource_stream)
        2    0.000    0.000    0.000    0.000 __init__.py:183(dumps)
    17824    0.008    0.000    0.013    0.000 __init__.py:2353(_is_egg_path)
        9    0.000    0.000    0.391    0.043 __init__.py:274(load)
        9    0.000    0.000    0.391    0.043 __init__.py:299(loads)
     2228    0.001    0.000    0.001    0.000 __init__.py:3152(_always_object)
     2228    0.005    0.000    0.007    0.000 __init__.py:3162(_find_adapter)
     2228    0.006    0.000    0.095    0.000 __init__.py:354(get_provider)
        6    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
      810    0.000    0.000    0.005    0.000 _methods.py:45(_all)
      111    0.000    0.000    0.000    0.000 automata.py:10(__init__)
      111    0.000    0.000    0.000    0.000 automata.py:17(copy)
        1    0.000    0.000    0.035    0.035 background.py:12(load)
      258    0.002    0.000    2.486    0.010 background.py:17(show)
        1    0.000    0.000    0.000    0.000 background.py:8(__init__)
        3    0.000    0.000    0.001    0.000 backgroundGenerator.py:7(create_plat)
        1    0.000    0.000    0.000    0.000 bg_creator.py:1(get_demon_woods_bg)
        3    0.000    0.000    0.000    0.000 buttonMenu.py:19(suppress_buttons)
        1    0.001    0.001   12.360   12.360 buttonMenu.py:214(reaction_b11)
      226    0.001    0.000    0.001    0.000 buttonMenu.py:395(__init__)
      963    0.001    0.000    0.001    0.000 buttonMenu.py:425(__displayedY)
      192    0.000    0.000    0.001    0.000 buttonMenu.py:432(boundaries)
        7    0.000    0.000    0.000    0.000 buttonMenu.py:436(activation)
      214    0.005    0.000    0.162    0.001 buttonMenu.py:451(display)
        1    0.000    0.000   13.531   13.531 buttonMenu.py:94(reaction_b1)
      258    0.003    0.000    0.818    0.003 camera.py:108(rotate_view)
        1    0.000    0.000    0.000    0.000 camera.py:12(__init__)
      258    0.032    0.000    5.288    0.020 camera.py:122(aff)
        1    0.000    0.000    0.000    0.000 camera.py:23(link_world)
      260    0.000    0.000    0.002    0.000 camera.py:27(set_position)
        2    0.000    0.000    0.000    0.000 camera.py:33(set_dimension)
      261    0.000    0.000    0.000    0.000 camera.py:40(get_position)
      777    0.000    0.000    0.001    0.000 camera.py:44(get_dimension)
        1    0.000    0.000    0.000    0.000 camera.py:48(set_fen)
     8392    0.001    0.000    0.001    0.000 camera.py:53(get_fen)
     6586    0.001    0.000    0.001    0.000 camera.py:61(get_distorsion)
      261    0.001    0.000    0.002    0.000 camera.py:65(compute_distorsion)
     7094    0.004    0.000    0.069    0.000 camera.py:75(is_in_camera)
      258    0.001    0.000    0.004    0.000 camera.py:86(threeforth_on)
      516    0.001    0.000    0.512    0.001 camera.py:92(flashblack)
       10    0.000    0.000    0.000    0.000 character.py:10(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        9    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        9    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        9    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       79    0.000    0.000    0.003    0.000 collideTransformable.py:14(__init__)
        2    0.000    0.000    0.001    0.000 collideTransformable.py:31(center_hit_box)
       30    0.000    0.000    0.002    0.000 collideTransformable.py:40(paste_in)
       56    0.000    0.000    0.000    0.000 collideTransformable.py:50(set_rigid_body)
     1855    0.000    0.000    0.000    0.000 collideTransformable.py:56(get_rigid_body)
      105    0.000    0.000    0.000    0.000 collideTransformable.py:60(set_collide)
   345189    0.035    0.000    0.035    0.000 collideTransformable.py:64(get_collide)
      109    0.001    0.000    0.004    0.000 collideTransformable.py:68(set_hit_box)
   192340    0.025    0.000    0.025    0.000 collideTransformable.py:82(get_hit_box)
      139    0.000    0.000    0.000    0.000 collideTransformable.py:86(set_rigid_hit_box)
     2590    0.000    0.000    0.000    0.000 collideTransformable.py:91(get_rigid_hit_box)
      318    0.002    0.000    0.035    0.000 collideTransformable.py:95(apply_solid_reaction)
        1    0.000    0.000    0.000    0.000 compat.py:74(get_BytesIO)
       30    0.000    0.000    0.002    0.000 controlableNode.py:17(paste_in)
      108    0.000    0.000    0.000    0.000 controlableNode.py:23(link_world)
      7/1    0.000    0.000    0.005    0.005 controlableNode.py:27(add_shield)
       24    0.000    0.000    0.000    0.000 controlableNode.py:35(end_init)
       37    0.000    0.000    0.000    0.000 controlableNode.py:39(set_controller)
     8997    0.002    0.000    0.002    0.000 controlableNode.py:43(get_controller)
       79    0.000    0.000    0.003    0.000 controlableNode.py:5(__init__)
      477    0.001    0.000    0.006    0.000 controller.py:14(execute)
       12    0.000    0.000    0.000    0.000 controller.py:7(__init__)
        1    0.000    0.000    0.000    0.000 conversion.py:2(score_to_msg)
        1    0.000    0.000    0.000    0.000 conversion.py:26(list_to_defaultdict)
        1    0.000    0.000    0.000    0.000 creation.py:19(create_dial)
       44    0.000    0.000    0.000    0.000 creation.py:27(create_bubble)
        1    0.000    0.000    0.390    0.390 creation.py:36(create_img)
        1    0.000    0.000    0.000    0.000 creation.py:45(create_char)
        1    0.000    0.000    0.000    0.000 creation.py:53(create_item)
        1    0.000    0.000    0.000    0.000 cycle.py:4(__init__)
       28    0.000    0.000    0.000    0.000 cycle.py:8(next)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        9    0.000    0.000    0.391    0.043 decoder.py:332(decode)
        9    0.001    0.000    0.390    0.043 decoder.py:343(raw_decode)
       45    0.000    0.000    0.000    0.000 dialogue.py:6(__init__)
        3    0.000    0.000    1.875    0.625 dialogue.py:9(show)
       44    0.005    0.000    0.280    0.006 dialoguebubble.py:18(display)
       44    0.000    0.000    0.000    0.000 dialoguebubble.py:24(<listcomp>)
        5    0.001    0.000    1.875    0.375 dialoguebubble.py:38(show)
      134    0.000    0.000    0.000    0.000 dialoguebubble.py:8(__init__)
        2    0.000    0.000    0.000    0.000 encoder.py:182(encode)
        2    0.000    0.000    0.000    0.000 encoder.py:204(iterencode)
        1    0.000    0.000    0.000    0.000 flag.py:12(center_hit_box)
        1    0.000    0.000    0.021    0.021 flag.py:5(__init__)
        1    0.000    0.000    0.000    0.000 force.py:16(__init__)
      454    0.000    0.000    0.000    0.000 force.py:23(get_g)
      454    0.001    0.000    0.002    0.000 force.py:27(get_acc)
      810    0.001    0.000    0.011    0.000 fromnumeric.py:2016(all)
      810    0.003    0.000    0.010    0.000 fromnumeric.py:64(_wrapreduction)
       30    0.004    0.000   12.354    0.412 game.py:150(map_loop)
       44    0.003    0.000    1.874    0.043 game.py:189(dial_loop)
        1    0.000    0.000    9.403    9.403 game.py:214(launch_level)
        1    0.000    0.000   17.471   17.471 game.py:23(__init__)
        1    0.000    0.000   15.699   15.699 game.py:258(launch_game)
        1    0.079    0.079    0.080    0.080 game.py:29(__init_background)
        1    0.000    0.000    0.000    0.000 game.py:41(init_buttons)
    28/12    0.005    0.000   14.408    1.201 game.py:47(menu_loop)
       44    0.000    0.000    0.000    0.000 gameLevel.py:105(add_node)
        1    0.000    0.000    0.000    0.000 gameLevel.py:111(compute_end_platform_location)
      258    0.002    0.000    0.014    0.000 gameLevel.py:119(get_objects_opti)
        2    0.000    0.000    0.001    0.000 gameLevel.py:132(optimise_data)
       56    0.000    0.000    0.001    0.000 gameLevel.py:135(order)
        1    0.000    0.000    0.001    0.001 gameLevel.py:141(compute_size_level)
      258    0.000    0.000    0.000    0.000 gameLevel.py:164(get_size_level)
        1    0.002    0.002    9.068    9.068 gameLevel.py:168(play)
      260    0.001    0.000    0.004    0.000 gameLevel.py:18(get_current_time)
      259    0.005    0.000    9.061    0.035 gameLevel.py:193(main_loop)
      259    0.000    0.000    0.000    0.000 gameLevel.py:214(animation_end_game)
      258    0.004    0.000    0.018    0.000 gameLevel.py:222(compute_camera_position)
      258    0.001    0.000    0.001    0.000 gameLevel.py:245(compute_win_lose)
      258    0.003    0.000    0.003    0.000 gameLevel.py:251(compute_score)
      258    0.008    0.000    0.203    0.001 gameLevel.py:257(compute_controller)
        1    0.000    0.000    0.004    0.004 gameLevel.py:27(__init__)
       38    0.000    0.000    0.000    0.000 gameLevel.py:272(lose)
      258    0.167    0.001    3.214    0.012 gameLevel.py:277(physics_step)
        1    0.000    0.000    0.035    0.035 gameLevel.py:303(load_camera)
      258    0.000    0.000    0.000    0.000 gameLevel.py:309(get_background)
      258    0.002    0.000    5.602    0.022 gameLevel.py:317(aff)
        1    0.000    0.000    0.000    0.000 gameLevel.py:324(__init__)
        1    0.000    0.000    0.001    0.001 gameLevel.py:80(load_bg)
        1    0.000    0.000    0.000    0.000 gameLevel.py:88(end_init)
      276    0.000    0.000    0.000    0.000 gameLevel.py:93(get_camera)
        1    0.000    0.000    0.000    0.000 gameLevel.py:97(get_objects)
      714    0.000    0.000    0.001    0.000 genericpath.py:117(_splitext)
     1114    0.001    0.000    0.010    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 genericpath.py:87(samestat)
        1    0.000    0.000    0.000    0.000 genericpath.py:94(samefile)
        3    0.000    0.000    0.002    0.001 gravitationalBall.py:14(copy)
        3    0.000    0.000    0.002    0.001 gravitationalBall.py:19(paste_in)
        6    0.000    0.000    0.004    0.001 gravitationalBall.py:22(load)
       72    0.000    0.000    0.000    0.000 gravitationalBall.py:29(collide)
        4    0.000    0.000    0.000    0.000 gravitationalBall.py:6(__init__)
        1    0.000    0.000    0.005    0.005 gravitationalBallShield.py:11(generate)
        1    0.000    0.000    0.000    0.000 gravitationalBallShield.py:5(__init__)
      406    0.000    0.000    0.000    0.000 hitbox.py:12(__init__)
   409786    0.038    0.000    0.038    0.000 hitbox.py:22(get_ctrbl)
      248    0.000    0.000    0.000    0.000 hitbox.py:26(set_ctrbl)
      248    0.000    0.000    0.000    0.000 hitbox.py:30(link)
      134    0.000    0.000    0.002    0.000 hitbox.py:34(center)
      169    0.000    0.000    0.001    0.000 hitbox.py:38(copy)
   201337    0.316    0.000    1.726    0.000 hitbox.py:43(get_world_rect)
      109    0.000    0.000    0.001    0.000 hitbox.py:49(rescale)
    89114    0.103    0.000    2.215    0.000 hitbox.py:53(collide)
    87835    0.045    0.000    2.295    0.000 hitbox.py:57(collide_sides)
      318    0.001    0.000    0.009    0.000 hitbox.py:88(remove_collide)
        1    0.000    0.000    0.000    0.000 insert_score.py:3(insert_score)
     2228    0.001    0.000    0.001    0.000 inspect.py:478(getmro)
        6    0.000    0.000    0.000    0.000 items.py:15(__hash__)
        1    0.000    0.000    0.000    0.000 items.py:32(__init__)
        9    0.000    0.000    0.000    0.000 items.py:39(__init__)
        6    0.000    0.000    0.000    0.000 items.py:50(item_from_name)
       10    0.000    0.000    0.000    0.000 items.py:6(__init__)
        5    0.000    0.000    0.000    0.000 jumpableNode.py:14(__init__)
       49    0.000    0.000    0.000    0.000 jumpableNode.py:22(start_jump)
      210    0.001    0.000    0.001    0.000 jumpableNode.py:29(stop_jump)
      348    0.001    0.000    0.001    0.000 jumpableNode.py:35(collide)
      315    0.000    0.000    0.000    0.000 jumpableNode.py:50(allow_jump)
      477    0.001    0.000    0.003    0.000 jumpableNode.py:54(update)
        5    0.000    0.000    0.000    0.000 jumpableNode.py:64(__init__)
        3    0.000    0.000    0.000    0.000 laserBall.py:11(collide)
       10    0.000    0.000    0.001    0.000 laserBall.py:6(__init__)
        6    0.000    0.000    0.004    0.001 laserBallShield.py:12(generate)
        6    0.000    0.000    0.000    0.000 laserBallShield.py:6(__init__)
        1    0.000    0.000    0.000    0.000 laserTurretBot.py:30(collide)
        1    0.000    0.000    0.000    0.000 laserTurretBot.py:33(die)
        1    0.000    0.000    0.000    0.000 laserTurretBot.py:37(__init__)
       52    0.000    0.000    0.001    0.000 laserTurretBot.py:43(execute)
        1    0.000    0.000    0.007    0.007 laserTurretBot.py:9(__init__)
      990    0.001    0.000    0.001    0.000 launcher.py:110(win)
        1    0.000    0.000    0.000    0.000 launcher.py:114(init_constants)
        1    0.000    0.000    0.000    0.000 launcher.py:136(load_languages)
        1    0.000    0.000    0.000    0.000 launcher.py:146(create_items)
        1    0.000    0.000    0.000    0.000 launcher.py:151(init_characters)
        1    0.000    0.000    0.000    0.000 launcher.py:160(create_dialogues)
        1    0.000    0.000    0.000    0.000 launcher.py:167(create_world)
        6    0.000    0.000    0.000    0.000 launcher.py:227(load_level_state)
        1    0.000    0.000    0.001    0.001 launcher.py:253(saving)
        1    0.000    0.000    0.000    0.000 launcher.py:255(<listcomp>)
        1    0.000    0.000    0.001    0.001 launcher.py:260(init_music)
       31    0.001    0.000    0.079    0.003 launcher.py:272(launch_music)
      214    0.001    0.000    0.001    0.000 launcher.py:284(dict_str_dflt)
        1    0.000    0.000    0.000    0.000 launcher.py:294(score)
        1    0.000    0.000    0.001    0.001 launcher.py:303(load_savefile)
        1    0.000    0.000    0.000    0.000 launcher.py:320(<listcomp>)
      103    0.001    0.000    0.173    0.002 launcher.py:322(flip)
